,GISMATCH,STATEFIP,State,MIGPLAC,MIGPUMA,PWSTATE,PWPUMA,center,type,CBSA_name
263,1302300,13,Georgia,013,02300,13,02300,POINT (1004457.363581068 -380649.0924284784),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
264,1302400,13,Georgia,013,02400,13,02400,POINT (1060346.563048864 -393017.9540791388),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
265,1302500,13,Georgia,013,02500,13,02500,POINT (986705.1279633822 -327815.1357388073),Micro,"Cedartown, GA Micro Area"
266,1302600,13,Georgia,013,02600,13,02600,POINT (968220.3704091312 -258542.1706722731),Metro,"Chattanooga, TN-GA Metro Area"
267,1302700,13,Georgia,013,02700,13,02700,POINT (998927.7680697899 -243692.1055824321),Metro,"Dalton, GA Metro Area"
268,1302800,13,Georgia,013,02800,13,02800,POINT (1036412.332591161 -253284.6184242587),,
269,1302900,13,Georgia,013,02900,13,02900,POINT (1017791.231978999 -305401.3545545988),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
270,1303000,13,Georgia,013,03000,13,03000,POINT (1045712.244857413 -335430.1353512442),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
271,1303100,13,Georgia,013,03100,13,03100,POINT (1050772.951999845 -300760.6847136662),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
272,1303200,13,Georgia,013,03200,13,03200,POINT (1103668.606011283 -239513.7316409555),,
273,1303300,13,Georgia,013,03300,13,03300,POINT (1082886.095651908 -298861.4958989801),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
274,1303400,13,Georgia,013,03400,13,03400,POINT (1109270.613234883 -285213.2652674307),Metro,"Gainesville, GA Metro Area"
275,1303500,13,Georgia,013,03500,13,03500,POINT (1154018.619046297 -264106.8455367365),,
276,1303600,13,Georgia,013,03600,13,03600,POINT (1155655.106433658 -320343.3938812243),Metro,"Athens-Clarke County, GA Metro Area"
277,1303700,13,Georgia,013,03700,13,03700,POINT (1179942.355894767 -323148.3143343539),Metro,"Athens-Clarke County, GA Metro Area"
278,1303800,13,Georgia,013,03800,13,03800,POINT (1131263.505350542 -308078.3771013675),Micro,"Jefferson, GA Micro Area"
279,1303900,13,Georgia,013,03900,13,03900,POINT (1136910.660280181 -367638.6161826625),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
280,1304100,13,Georgia,013,04100,13,04100,POINT (1262458.941375565 -351349.4941658879),Metro,"Augusta-Richmond County, GA-SC Metro Area"
281,1304200,13,Georgia,013,04200,13,04200,POINT (1245134.28601273 -388119.6582605373),,
282,1304300,13,Georgia,013,04300,13,04300,POINT (1111737.607156336 -367132.5072798013),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
283,1304400,13,Georgia,013,04400,13,04400,POINT (1031439.782435441 -364103.4488453749),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
284,1304500,13,Georgia,013,04500,13,04500,POINT (1019504.389419768 -340910.397844337),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
285,1305000,13,Georgia,013,05000,13,05000,POINT (1071115.904720317 -377305.1678436742),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
286,1306000,13,Georgia,013,06000,13,06000,POINT (1090976.8678601 -384838.9595576025),T34,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
287,3704800,37,North Carolina,037,04800,37,04800,POINT (1617079.048054404 -231934.611718652),Metro,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
288,4500200,45,South Carolina,045,00200,45,00200,POINT (1213053.266135377 -248369.5863774756),Metro,"Greenville-Anderson-Mauldin, SC Metro Area"
289,4500800,45,South Carolina,045,00800,45,00800,POINT (1455509.40357918 -293413.1267608553),,
290,4500900,45,South Carolina,045,00900,45,00900,POINT (1474664.483914588 -248912.8606936917),Metro,"Florence, SC Metro Area"
291,4501100,45,South Carolina,045,01100,45,01100,POINT (1552329.561439308 -261352.8074190609),Metro,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
292,4501200,45,South Carolina,045,01200,45,01200,POINT (1473517.537258147 -373903.8725815192),Metro,"Charleston-North Charleston, SC Metro Area"
293,4501300,45,South Carolina,045,01300,45,01300,POINT (1387323.79658867 -381294.5804225061),,
294,4501400,45,South Carolina,045,01400,45,01400,POINT (1407148.576587846 -456736.6994069169),Metro,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
295,4501500,45,South Carolina,045,01500,45,01500,POINT (1308990.478402002 -336195.4442445961),Metro,"Augusta-Richmond County, GA-SC Metro Area"
296,4501600,45,South Carolina,045,01600,45,01600,POINT (1249868.925490698 -289700.2886063776),Micro,"Greenwood, SC Micro Area"
297,7200101,72,Puerto Rico,072,00101,72,00101,POINT (3126007.44449266 -1629263.360225995),Metro,"Aguadilla-Isabela, PR Metro Area"
298,7200102,72,Puerto Rico,072,00102,72,00102,POINT (3127535.057712443 -1616171.361727135),Metro,"Aguadilla-Isabela, PR Metro Area"
299,7200201,72,Puerto Rico,072,00201,72,00201,POINT (3136412.310579629 -1657349.234099991),Metro,"San Germán, PR Metro Area"
300,7200202,72,Puerto Rico,072,00202,72,00202,POINT (3123812.122092383 -1646588.493892068),Metro,"Mayagüez, PR Metro Area"
301,7200301,72,Puerto Rico,072,00301,72,00301,POINT (3168123.700882792 -1608105.357392494),Metro,"Arecibo, PR Metro Area"
302,7200302,72,Puerto Rico,072,00302,72,00302,POINT (3157201.838229475 -1621618.962128127),Metro,"Aguadilla-Isabela, PR Metro Area"
303,7200401,72,Puerto Rico,072,00401,72,00401,POINT (3162425.481530034 -1646369.158087787),Metro,"Ponce, PR Metro Area"
304,7200402,72,Puerto Rico,072,00402,72,00402,POINT (3182664.127851121 -1637784.557435879),Metro,"Ponce, PR Metro Area"
305,7200403,72,Puerto Rico,072,00403,72,00403,POINT (3202803.380655446 -1634529.589754004),Micro,"Coamo, PR Micro Area"
306,7200501,72,Puerto Rico,072,00501,72,00501,POINT (3189329.325237798 -1606950.15447372),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
307,7200502,72,Puerto Rico,072,00502,72,00502,POINT (3209533.583393759 -1591904.489296166),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
308,7200503,72,Puerto Rico,072,00503,72,00503,POINT (3206337.65651295 -1598315.233536616),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
309,7200601,72,Puerto Rico,072,00601,72,00601,POINT (3206693.489695629 -1614130.831166818),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
310,7200602,72,Puerto Rico,072,00602,72,00602,POINT (3226444.321685767 -1617584.602390079),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
311,7200701,72,Puerto Rico,072,00701,72,00701,POINT (3236423.203488215 -1630163.801098342),Metro,"Guayama, PR Metro Area"
312,7200803,72,Puerto Rico,072,00803,72,00803,POINT (3225338.528975026 -1595289.235953279),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
313,7200807,72,Puerto Rico,072,00807,72,00807,POINT (3220436.909771755 -1597823.488233378),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
314,7200808,72,Puerto Rico,072,00808,72,00808,POINT (3230461.164408141 -1590422.081306152),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
315,7200900,72,Puerto Rico,072,00900,72,00900,POINT (3244194.552111486 -1588423.902941677),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
316,7201001,72,Puerto Rico,072,01001,72,01001,POINT (3237256.180625253 -1607784.944723085),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
317,7201002,72,Puerto Rico,072,01002,72,01002,POINT (3249507.441610259 -1605655.109107145),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
318,7201101,72,Puerto Rico,072,01101,72,01101,POINT (3278089.113066179 -1587600.889147186),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
319,7201102,72,Puerto Rico,072,01102,72,01102,POINT (3263234.186108864 -1606529.725238312),Metro,"San Juan-Carolina-Caguas, PR Metro Area"
320,500100,05,Arkansas,005,00100,05,00100,POINT (155077.3229197697 -128682.8760291648),Metro,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
321,800100,08,Colorado,008,00100,08,00100,POINT (-791856.4033514366 394263.1855732264),Metro,"Fort Collins, CO Metro Area"
322,800190,08,Colorado,008,00190,08,00190,POINT (-641130.618148068 264159.9286404832),,
323,800200,08,Colorado,008,00200,08,00200,POINT (-1003588.172549516 367269.7378347008),,
324,800400,08,Colorado,008,00400,08,00400,POINT (-881606.6845366535 322921.6707412912),,
325,800690,08,Colorado,008,00690,08,00690,POINT (-770082.5548775437 79136.78981334562),,
326,800900,08,Colorado,008,00900,08,00900,POINT (-1013382.749506059 97500.41661500046),,
327,801000,08,Colorado,008,01000,08,01000,POINT (-1056164.600866457 194871.2634234559),Micro,"Montrose, CO Micro Area"
328,804100,08,Colorado,008,04100,08,04100,POINT (-743424.503195877 184372.163877606),Metro,"Colorado Springs, CO Metro Area"
329,1600190,16,Idaho,016,00190,16,00190,POINT (-1530083.737517106 1305923.760657878),Metro,"Coeur d'Alene, ID Metro Area"
330,1600300,16,Idaho,016,00300,16,00300,POINT (-1474993.147453378 992971.536201055),,
331,1600490,16,Idaho,016,00490,16,00490,POINT (-1632727.029087631 798379.5153549436),Metro,"Boise City, ID Metro Area"
332,1600900,16,Idaho,016,00900,16,00900,POINT (-1469849.078632057 679477.249328566),Micro,"Burley, ID Micro Area"
333,1601000,16,Idaho,016,01000,16,01000,POINT (-1492867.519108967 788700.2412408947),Micro,"Hailey, ID Micro Area"
334,1601190,16,Idaho,016,01190,16,01190,POINT (-1291290.204034041 732630.5471638383),Micro,"Blackfoot, ID Micro Area"
335,1601200,16,Idaho,016,01200,16,01200,POINT (-1253351.529233744 762424.1452927531),Metro,"Idaho Falls, ID Metro Area"
336,1700104,17,Illinois,017,00104,17,00104,POINT (508966.0714635589 516448.7214240896),,
337,1700105,17,Illinois,017,00105,17,00105,POINT (450029.0692321133 457392.2342871552),Metro,"Davenport-Moline-Rock Island, IA-IL Metro Area"
338,1700202,17,Illinois,017,00202,17,00202,POINT (451869.0999622154 380425.7557935119),,
339,1700300,17,Illinois,017,00300,17,00300,POINT (445124.5016269297 287491.8632601716),,
340,1700401,17,Illinois,017,00401,17,00401,POINT (490570.5150001799 232395.5231742861),,
341,1700501,17,Illinois,017,00501,17,00501,POINT (583703.8579189845 187133.4523764091),,
342,1700600,17,Illinois,017,00600,17,00600,POINT (674360.7150474433 261521.1838601355),Micro,"Charleston-Mattoon, IL Micro Area"
343,1700700,17,Illinois,017,00700,17,00700,POINT (678816.9355413637 177843.7793666335),,
344,1700800,17,Illinois,017,00800,17,00800,POINT (646509.2555253974 49580.74657825975),,
345,1700900,17,Illinois,017,00900,17,00900,POINT (594336.9691230847 64892.78786307088),Metro,"Carbondale-Marion, IL Metro Area"
346,1701001,17,Illinois,017,01001,17,01001,POINT (570534.5749094347 112636.8867462278),,
347,1701100,17,Illinois,017,01100,17,01100,POINT (524402.2576858879 125499.6626417973),T34,"St. Louis, MO-IL Metro Area"
348,1701200,17,Illinois,017,01200,17,01200,POINT (523817.8642188355 165853.9926372429),T34,"St. Louis, MO-IL Metro Area"
349,1701300,17,Illinois,017,01300,17,01300,POINT (537993.6481223237 271042.5905527179),Metro,"Springfield, IL Metro Area"
350,1701500,17,Illinois,017,01500,17,01500,POINT (596223.2464493635 286579.1856797717),Metro,"Decatur, IL Metro Area"
351,1701602,17,Illinois,017,01602,17,01602,POINT (589362.2629515155 278342.46841268),Metro,"Decatur, IL Metro Area"
352,1701701,17,Illinois,017,01701,17,01701,POINT (521868.807821999 385596.3492908833),Metro,"Peoria, IL Metro Area"
353,1701900,17,Illinois,017,01900,17,01900,POINT (544603.0188340867 355631.8107610234),Metro,"Peoria, IL Metro Area"
354,1702000,17,Illinois,017,02000,17,02000,POINT (600565.5293669809 357791.9105810158),Metro,"Bloomington, IL Metro Area"
355,1702100,17,Illinois,017,02100,17,02100,POINT (658098.3516438199 322884.7650487564),Metro,"Champaign-Urbana, IL Metro Area"
356,1702200,17,Illinois,017,02200,17,02200,POINT (664374.0337821674 378091.1187912952),,
357,1702300,17,Illinois,017,02300,17,02300,POINT (676925.7743106135 436631.0761622083),Metro,"Kankakee, IL Metro Area"
358,1702400,17,Illinois,017,02400,17,02400,POINT (590187.7811375756 452778.2938016512),Micro,"Ottawa-Peru, IL Micro Area"
359,1702501,17,Illinois,017,02501,17,02501,POINT (531035.6716462368 419963.3490397934),Metro,"Peoria, IL Metro Area"
360,1702601,17,Illinois,017,02601,17,02601,POINT (595092.8184574053 514825.3944713409),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
361,1702700,17,Illinois,017,02700,17,02700,POINT (535796.2353939781 542046.2941036664),Micro,"Rochelle, IL Micro Area"
362,1702890,17,Illinois,017,02890,17,02890,POINT (569182.5058230576 562060.9511180489),Metro,"Rockford, IL Metro Area"
363,1703000,17,Illinois,017,03000,17,03000,POINT (622750.9043345007 522092.2232899737),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
364,1703100,17,Illinois,017,03100,17,03100,POINT (664353.2831907914 470071.507679777),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
365,1703200,17,Illinois,017,03200,17,03200,POINT (651709.653781687 514709.0035573098),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
366,1703300,17,Illinois,017,03300,17,03300,POINT (654022.9089518328 567800.7254421535),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
367,1703400,17,Illinois,017,03400,17,03400,POINT (673963.0322299236 515214.5747333278),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
368,1703600,17,Illinois,017,03600,17,03600,POINT (617376.1747235031 564926.5209315995),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
369,1703700,17,Illinois,017,03700,17,03700,POINT (627884.8505674328 463797.249231348),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
370,1800100,18,Indiana,018,00100,18,00100,POINT (713904.3660178564 471206.1475547263),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
371,1800200,18,Indiana,018,00200,18,00200,POINT (739460.7961995953 478507.3940521052),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
372,1800300,18,Indiana,018,00300,18,00300,POINT (765518.9587725804 490626.4314706358),Metro,"Michigan City-La Porte, IN Metro Area"
373,1800400,18,Indiana,018,00400,18,00400,POINT (801801.171640728 502235.0543084734),Metro,"South Bend-Mishawaka, IN-MI Metro Area"
374,1800700,18,Indiana,018,00700,18,00700,POINT (760747.3368045742 435226.3371407316),,
375,1801100,18,Indiana,018,01100,18,01100,POINT (769879.5980523258 367736.0077179504),Metro,"Lafayette-West Lafayette, IN Metro Area"
376,1801200,18,Indiana,018,01200,18,01200,POINT (765222.5859186311 360408.4840310264),Metro,"Lafayette-West Lafayette, IN Metro Area"
377,1801600,18,Indiana,018,01600,18,01600,POINT (738500.982122793 284793.31578022),,
378,1801700,18,Indiana,018,01700,18,01700,POINT (733376.6392088089 249620.1244752759),Metro,"Terre Haute, IN Metro Area"
379,1802200,18,Indiana,018,02200,18,02200,POINT (804311.5490194599 294549.5501758126),T34,"Indianapolis-Carmel-Anderson, IN Metro Area"
380,1802700,18,Indiana,018,02700,18,02700,POINT (791107.7870520733 191405.2178966154),,
381,1802800,18,Indiana,018,02800,18,02800,POINT (809993.6179825555 226567.8191229331),Metro,"Bloomington, IN Metro Area"
382,1803200,18,Indiana,018,03200,18,03200,POINT (729700.8125880564 105588.8882038546),Metro,"Evansville, IN-KY Metro Area"
383,1803300,18,Indiana,018,03300,18,03300,POINT (730673.4106350718 91215.73884397946),Metro,"Evansville, IN-KY Metro Area"
384,1900100,19,Iowa,019,00100,19,00100,POINT (41934.29177674334 639280.3722617024),,
385,1900200,19,Iowa,019,00200,19,00200,POINT (202248.1112854543 641420.5380067412),,
386,1900400,19,Iowa,019,00400,19,00400,POINT (337237.4348581118 630239.4352039654),,
387,1900500,19,Iowa,019,00500,19,00500,POINT (301544.223256488 562543.697981196),Metro,"Waterloo-Cedar Falls, IA Metro Area"
388,1900600,19,Iowa,019,00600,19,00600,POINT (203990.3356794713 570000.5550475335),,
389,1900700,19,Iowa,019,00700,19,00700,POINT (397285.3893244258 557997.1310233639),,
390,1900800,19,Iowa,019,00800,19,00800,POINT (416634.480676471 497540.1540335265),,
391,1900900,19,Iowa,019,00900,19,00900,POINT (444384.8060740932 476096.1422194341),Metro,"Davenport-Moline-Rock Island, IA-IL Metro Area"
392,1901000,19,Iowa,019,01000,19,01000,POINT (361519.4606392282 521309.0215117314),Metro,"Cedar Rapids, IA Metro Area"
393,1901100,19,Iowa,019,01100,19,01100,POINT (364533.0838226001 475827.4997205554),Metro,"Iowa City, IA Metro Area"
394,1901200,19,Iowa,019,01200,19,01200,POINT (294364.8549998255 501545.8423089987),,
395,1901300,19,Iowa,019,01300,19,01300,POINT (189230.2759006145 510502.3561585427),Metro,"Ames, IA Metro Area"
396,1901490,19,Iowa,019,01490,19,01490,POINT (204027.5735774859 453071.0891943378),Metro,"Des Moines-West Des Moines, IA Metro Area"
397,1901800,19,Iowa,019,01800,19,01800,POINT (167640.1168548191 398828.5234540293),,
398,1901900,19,Iowa,019,01900,19,01900,POINT (69890.00096787998 542431.9653239433),,
399,1902000,19,Iowa,019,02000,19,02000,POINT (-10481.90111395254 567020.9391237028),Metro,"Sioux City, IA-NE-SD Metro Area"
400,1902100,19,Iowa,019,02100,19,02100,POINT (48603.40643795774 419590.5848526239),Metro,"Omaha-Council Bluffs, NE-IA Metro Area"
401,1902200,19,Iowa,019,02200,19,02200,POINT (318176.5553245174 409780.5652998702),Micro,"Ottumwa, IA Micro Area"
402,1902300,19,Iowa,019,02300,19,02300,POINT (386233.2345703782 393004.1252090939),,
403,2000100,20,Kansas,020,00100,20,00100,POINT (-374239.8066116725 197729.3184515493),,
404,2000200,20,Kansas,020,00200,20,00200,POINT (-126263.6052107876 211788.1305760602),,
405,2000300,20,Kansas,020,00300,20,00300,POINT (-47849.71951374184 198660.8619786215),Metro,"Manhattan, KS Metro Area"
406,2000400,20,Kansas,020,00400,20,00400,POINT (65763.07646711651 214799.7131402336),Metro,"Topeka, KS Metro Area"
407,2000500,20,Kansas,020,00500,20,00500,POINT (105841.0184811429 181662.0084601137),T34,"Kansas City, MO-KS Metro Area"
408,2000600,20,Kansas,020,00600,20,00600,POINT (101208.5334840641 155718.6477643485),T34,"Kansas City, MO-KS Metro Area"
409,2000700,20,Kansas,020,00700,20,00700,POINT (60795.811504199 155417.8589532101),Metro,"Lawrence, KS Metro Area"
410,2000800,20,Kansas,020,00800,20,00800,POINT (14282.00556465492 184507.418243925),Metro,"Topeka, KS Metro Area"
411,2000990,20,Kansas,020,00990,20,00990,POINT (-140418.7848331663 35443.58549043171),Metro,"Wichita, KS Metro Area"
412,2001000,20,Kansas,020,01000,20,01000,POINT (-171703.0431487707 78926.8919997854),,
413,2001200,20,Kansas,020,01200,20,01200,POINT (-419587.7637779529 25147.45330723837),,
414,2001300,20,Kansas,020,01300,20,01300,POINT (-100707.4040943321 33816.07882550555),Metro,"Wichita, KS Metro Area"
415,2001400,20,Kansas,020,01400,20,01400,POINT (81737.61326562098 80847.28064583238),T34,"Kansas City, MO-KS Metro Area"
416,2001500,20,Kansas,020,01500,20,01500,POINT (68411.48131453809 -20098.13168628235),Micro,"Parsons, KS Micro Area"
417,2100100,21,Kentucky,021,00100,21,00100,POINT (645006.6937799894 -54752.20730914254),Micro,"Mayfield, KY Micro Area"
418,2100200,21,Kentucky,021,00200,21,00200,POINT (725246.4983723735 3834.04820896233),Micro,"Madisonville, KY Micro Area"
419,2100300,21,Kentucky,021,00300,21,00300,POINT (739972.3463625456 -37139.98428761434),Metro,"Clarksville, TN-KY Metro Area"
420,2101400,21,Kentucky,021,01400,21,01400,POINT (750673.4842273141 44940.32572837592),Metro,"Owensboro, KY Metro Area"
421,2101500,21,Kentucky,021,01500,21,01500,POINT (784487.7793027814 66794.37501328402),Metro,"Owensboro, KY Metro Area"
422,2600100,26,Michigan,026,00100,26,00100,POINT (572816.63668845 1033617.359622188),,
423,2600600,26,Michigan,026,00600,26,00600,POINT (800831.6648584211 743391.0492556045),,
424,2600700,26,Michigan,026,00700,26,00700,POINT (793792.8024794463 689599.4375582282),Metro,"Muskegon, MI Metro Area"
425,2600800,26,Michigan,026,00800,26,00800,POINT (810187.0729719445 654096.8013426221),Metro,"Grand Rapids-Wyoming, MI Metro Area"
426,2602400,26,Michigan,026,02400,26,02400,POINT (787902.8102948254 538808.1862147491),Metro,"Niles-Benton Harbor, MI Metro Area"
427,2700100,27,Minnesota,027,00100,27,00100,POINT (-23575.7428340176 1178104.092282178),,
428,2700200,27,Minnesota,027,00200,27,00200,POINT (63545.86002197624 1147037.782832826),Micro,"Bemidji, MN Micro Area"
429,2700390,27,Minnesota,027,00390,27,00390,POINT (237638.9396164326 1121038.72603755),Metro,"Duluth, MN-WI Metro Area"
430,2700600,27,Minnesota,027,00600,27,00600,POINT (226208.6951733878 943626.0566071772),,
431,2700700,27,Minnesota,027,00700,27,00700,POINT (118309.1893448626 978819.7371987457),,
432,2700800,27,Minnesota,027,00800,27,00800,POINT (8660.240306265698 943827.5808409175),,
433,2700900,27,Minnesota,027,00900,27,00900,POINT (108340.7779880824 901125.7273584272),Metro,"St. Cloud, MN Metro Area"
434,2701000,27,Minnesota,027,01000,27,01000,POINT (165403.2971008237 903711.8756309185),Metro,"St. Cloud, MN Metro Area"
435,2701100,27,Minnesota,027,01100,27,01100,POINT (215917.6410584488 872450.0836298015),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
436,2701200,27,Minnesota,027,01200,27,01200,POINT (245183.520703718 847215.9017532638),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
437,2701300,27,Minnesota,027,01300,27,01300,POINT (228293.9380238433 844310.919398204),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
438,2701400,27,Minnesota,027,01400,27,01400,POINT (198652.4723347834 842066.8776902403),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
439,2701500,27,Minnesota,027,01500,27,01500,POINT (232170.6646113151 805980.4820041629),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
440,2701690,27,Minnesota,027,01690,27,01690,POINT (184135.8301427399 811752.3149034489),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
441,2701800,27,Minnesota,027,01800,27,01800,POINT (159962.8251127788 859987.8481245373),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
442,2701900,27,Minnesota,027,01900,27,01900,POINT (104795.9780966025 827309.2213738448),,
443,2702000,27,Minnesota,027,02000,27,02000,POINT (26517.24100464807 794823.6873173385),Micro,"Marshall, MN Micro Area"
444,2702100,27,Minnesota,027,02100,27,02100,POINT (62357.19933173245 706727.5204712525),,
445,2702200,27,Minnesota,027,02200,27,02200,POINT (160141.3506057053 742590.64891535),Metro,"Mankato-North Mankato, MN Metro Area"
446,2702300,27,Minnesota,027,02300,27,02300,POINT (225664.1689516603 773702.6738751688),Micro,"Faribault-Northfield, MN Micro Area"
447,2702400,27,Minnesota,027,02400,27,02400,POINT (236467.5959459342 709463.7889189454),Micro,"Austin, MN Micro Area"
448,2702500,27,Minnesota,027,02500,27,02500,POINT (287476.3482912183 733386.9747918231),Metro,"Rochester, MN Metro Area"
449,2702600,27,Minnesota,027,02600,27,02600,POINT (327071.7193412437 720971.515525262),Micro,"Winona, MN Micro Area"
450,2900100,29,Missouri,029,00100,29,00100,POINT (166943.9258816913 305544.9148780158),,
451,2900200,29,Missouri,029,00200,29,00200,POINT (112699.768442828 263988.8682251415),Metro,"St. Joseph, MO-KS Metro Area"
452,2900300,29,Missouri,029,00300,29,00300,POINT (331690.8105994262 284844.4587098726),,
453,2900400,29,Missouri,029,00400,29,00400,POINT (399654.805204035 188726.7407996014),,
454,2900500,29,Missouri,029,00500,29,00500,POINT (336881.4210127807 134661.6123388418),Metro,"Jefferson City, MO Metro Area"
455,2900600,29,Missouri,029,00600,29,00600,POINT (316601.446274792 173189.0792906435),Metro,"Columbia, MO Metro Area"
456,2900700,29,Missouri,029,00700,29,00700,POINT (253259.4450595976 192397.7851141559),Micro,"Marshall, MO Micro Area"
457,2900800,29,Missouri,029,00800,29,00800,POINT (175327.5426215471 191968.770430921),T34,"Kansas City, MO-KS Metro Area"
458,2900900,29,Missouri,029,00900,29,00900,POINT (119467.0747090571 207818.1389801938),T34,"Kansas City, MO-KS Metro Area"
459,2901000,29,Missouri,029,01000,29,01000,POINT (141880.659534921 170304.4123337845),T34,"Kansas City, MO-KS Metro Area"
460,2901100,29,Missouri,029,01100,29,01100,POINT (142959.9482669754 105859.0961511264),T34,"Kansas City, MO-KS Metro Area"
461,2901200,29,Missouri,029,01200,29,01200,POINT (175769.9729090957 30764.1679586231),,
462,2901300,29,Missouri,029,01300,29,01300,POINT (252989.9625947169 42508.04093220246),Metro,"Springfield, MO Metro Area"
463,2901400,29,Missouri,029,01400,29,01400,POINT (296138.5300557898 75480.70077924935),,
464,2901500,29,Missouri,029,01500,29,01500,POINT (383686.3741372471 62149.59173574813),Micro,"Rolla, MO Micro Area"
465,2901600,29,Missouri,029,01600,29,01600,POINT (425811.8180202665 113150.9852149079),T34,"St. Louis, MO-IL Metro Area"
466,2901700,29,Missouri,029,01700,29,01700,POINT (458006.1614066099 156519.6749270919),T34,"St. Louis, MO-IL Metro Area"
467,2901800,29,Missouri,029,01800,29,01800,POINT (478831.2737292886 141842.5781482367),T34,"St. Louis, MO-IL Metro Area"
468,2901900,29,Missouri,029,01900,29,01900,POINT (495946.8966459637 142321.7710673612),T34,"St. Louis, MO-IL Metro Area"
469,2902000,29,Missouri,029,02000,29,02000,POINT (473181.9926644649 98884.85161680929),T34,"St. Louis, MO-IL Metro Area"
470,2902100,29,Missouri,029,02100,29,02100,POINT (487230.9952296899 54671.62635515452),,
471,2902200,29,Missouri,029,02200,29,02200,POINT (545608.5694462636 -7452.649027930703),Metro,"Cape Girardeau, MO-IL Metro Area"
472,2902300,29,Missouri,029,02300,29,02300,POINT (550739.5816439484 -85524.13891641231),,
473,2902400,29,Missouri,029,02400,29,02400,POINT (467720.3475468925 -30931.05026476781),,
474,2902500,29,Missouri,029,02500,29,02500,POINT (354850.1259000296 -49541.69136375361),Micro,"West Plains, MO Micro Area"
475,2902600,29,Missouri,029,02600,29,02600,POINT (251136.7082855175 -32427.32088092028),Metro,"Springfield, MO Metro Area"
476,2902700,29,Missouri,029,02700,29,02700,POINT (207216.5128495749 -88622.94910078768),,
477,2902800,29,Missouri,029,02800,29,02800,POINT (146236.0648241923 -48447.62695938264),Metro,"Joplin, MO Metro Area"
478,3000100,30,Montana,030,00100,30,00100,POINT (-1350931.662486344 1353668.23995757),Micro,"Kalispell, MT Micro Area"
479,3000200,30,Montana,030,00200,30,00200,POINT (-1397301.900107094 1207355.411129922),Metro,"Missoula, MT Metro Area"
480,3000300,30,Montana,030,00300,30,00300,POINT (-1277164.853741039 1060908.314342322),Micro,"Butte-Silver Bow, MT Micro Area"
481,3000400,30,Montana,030,00400,30,00400,POINT (-1078582.059317475 1224331.712321944),,
482,3000500,30,Montana,030,00500,30,00500,POINT (-1099024.897941957 980399.8305158151),,
483,3000690,30,Montana,030,00690,30,00690,POINT (-789403.1992935013 1096577.5021859),,
484,3100100,31,Nebraska,031,00100,31,00100,POINT (-470837.1908694617 546711.924170945),,
